f_id,event_id,event_name_id,president,event_detail,event_address,event_date_end,event_time_end,event_date_start,event_time_start
71,572,2,<blank>,<blank>,เมรุ วัดธาตุทอง กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-22,17.00
230,573,1,<blank>,<blank>,วัดธาตุทอง ศาลา 44 (เสถียรไทย)<br />\r\nสุขุมวิท เอกมัย<br />\r\n(วันที่ 17 พ.ค. งดสวด) กรุงเทพมหานคร   ,2011-05-21,19.00,2011-05-15,19.00
68,574,1,<blank>,<blank>,ศาลา 1 วัดสุทธจินดาวรวิหาร อ.เมือง <br />\r\n(วันที่ 17 พ.ค. งดสวดพระอภิธรรมศพ) นครราชสีมา   ,2011-05-23,19.00,2011-05-16,19.00
64,575,1,<blank>,<blank>,วัดมหาธาตุวรวิหาร อ.เมือง ราชบุรี   ,2011-05-15,20.00,2011-05-13,20.00
64,576,2,<blank>,<blank>,วัดมหาธาตุวรวิหาร ราชบุรี   ,0000-00-00,<blank>,2011-05-16,16.00
61,577,2,<blank>,<blank>,วัดเศวตฉัตร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-12,15.00
58,578,2,<blank>,<blank>,เมรุวัดไผ่สามตำลึง ต.บางไทร อ.บางเลน  นครปฐม   ,0000-00-00,<blank>,2011-05-15,15.00
55,579,3,<blank>,<blank>,เมรุวัดสระเกศราชวรมหาวิหาร<br />\r\n(พระอารามหลวง )<br />\r\nเขตป้อมปราบศัตรูพ่าย กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-28,16.00
54,580,1,<blank>,<blank>,วัดประยุรวงศาวาสวรวิหาร ถ.ประชาธิปก ธนบุรี กรุงเทพมหานคร   ,2011-05-10,<blank>,2011-05-09,<blank>
54,581,3,<blank>,<blank>,วัดประยุรวงศาวาสวรวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-11,17.00
51,582,1,<blank>,<blank>,วัดศิริพงษ์ธรรมนิมิต ศาลา 8 ซ.วัชรพล กรุงเทพมหานคร   ,2011-05-13,19.00,2011-05-09,19.00
51,583,2,<blank>,<blank>,วัดศิริพงษ์ธรรมนิมิต กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-15,17.00
48,584,1,<blank>,<blank>,วัดธาตุทอง ศาลาเสถียรไทย (44) กรุงเทพมหานคร   ,2011-05-08,<blank>,2011-05-02,<blank>
47,585,3,<blank>,<blank>,เมรุกองทัพอากาศ วัดพระศรีมหาธาตุวรมหาวิหาร บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-08,16.00
45,586,2,<blank>,<blank>,เมรุวัดบัวขวัญ งามวงศ์วาน 23 อ.เมือง นนทบุรี   ,0000-00-00,<blank>,2011-05-07,14.00
44,587,1,<blank>,<blank>,ศาลา 1 วัดอุทัยธาราม ย่านมักกระสัน กรุงเทพมหานคร   ,2011-05-09,<blank>,2011-05-04,<blank>
44,588,2,<blank>,<blank>,วัดอุทัยธาราม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-11,17.00
43,589,1,<blank>,<blank>,ศาลา 12 วัดพระศรีมหาธาตุวรมหาวิหาร  กรุงเทพมหานคร   ,2011-05-10,18.30,2011-05-03,18.30
43,590,3,<blank>,<blank>,วัดพระศรีมหาธาตุวรมหาวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-11,17.00
42,591,1,<blank>,<blank>,วัดสามัคยาราม ท่าตะโก นครสวรรค์   ,2011-05-07,20.00,2011-05-03,20.00
42,592,3,<blank>,<blank>,วัดสามัคยาราม นครสวรรค์   ,0000-00-00,<blank>,2011-05-08,16.00
37,593,3,<blank>,<blank>,เมรุพิเศษวัดศรีสุดาราม วรวิหาร<br />เขตบางกอกน้อย กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-08,17.00
31,594,1,<blank>,<blank>,ศาลามุกดาหาร วัดม่วง บางแค กรุงเทพมหานคร   ,2011-05-05,19.00,2011-04-29,19.00
30,595,1,<blank>,<blank>,ศาลา 6 วัดวิมุตยาราม เชิงสะพานพระราม 7 กรุงเทพมหานคร   ,0000-00-00,19.00,2011-04-30,19.00
30,596,2,<blank>,<blank>,วัดวิมุตยาราม กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-01,17.00
25,597,1,<blank>,<blank>,วัดจันทร์ประสิทธิ์ อำเภอบ้านไผ่ ขอนแก่น   ,2011-04-30,19.00,2011-04-27,19.00
25,598,3,<blank>,<blank>,วัดจันทร์ประสิทธิ์ ขอนแก่น   ,0000-00-00,<blank>,2011-05-01,16.00
24,599,1,<blank>,<blank>,วัดเสมียนนารี (ศาลา 11) กรุงเทพมหานคร   ,2011-05-01,19.00,2011-04-28,19.00
24,600,2,<blank>,<blank>,วัดเสมียนนารี กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-02,17.00
22,601,3,<blank>,<blank>,เมรุหลวงหน้าพลับพลาอิศริยาภรณ์ วัดเทพศิรินทราวาส กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-05-01,17.00
17,602,1,<blank>,<blank>,ศาลากิตติวัฒน์  อ.บางเลน นครปฐม   ,2011-04-29,19.30,2011-04-23,19.30
17,603,2,<blank>,<blank>,วัดชุมนุมศรัทธา (วัดเก่า) อ.บางเลน นครปฐม   ,0000-00-00,<blank>,2011-04-30,16.00
15,604,1,<blank>,<blank>,วัดบางรัก อำเภอเมือง นนทบุรี   ,2011-04-26,19.00,2011-04-22,19.00
15,605,2,<blank>,<blank>,วัดบางรัก                     นนทบุรี   ,0000-00-00,<blank>,2011-04-27,16.00
14,606,1,<blank>,<blank>,บ้านเลขที่ 162 ตำบลหนองแค อำเภอหนองแค <br /> (ตรงข้ามเทศบาลหนองแค) สระบุรี,2011-04-28,19.30,2011-04-26,19.30
14,607,3,<blank>,ภรรยา บุตร ธิดา,ณ เมรุวัดมงคลทีปราราม(วัดเกาะลอย)\r\nอำเภอหนองแค     สระบุรี,0000-00-00,<blank>,2011-07-31,16.30
13,608,1,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน (ศาลา3) กรุงเทพมหานคร   ,2011-04-26,<blank>,2011-04-22,<blank>
13,609,2,<blank>,<blank>, วัดพระศรีมหาธาตุ                      กรุงเทพมหานคร   ,0000-00-00,<blank>,2011-04-27,16.00
10,610,6,<blank>,<blank>,ศาลากตัญญู สวนพฤกษชาติ ถาวร-อุษาธานี ตำบลโป่ง อำเภอบางละมุง ชลบุรี   ,0000-00-00,<blank>,2001-10-14,<blank>
615,611,1,<blank>,<blank>,วัดธาตุทอง กรุงเทพมหานคร   ,0000-00-00,19:00,2012-01-14,19:00
615,612,3,<blank>,นางฟ้าใส สรรพานิช<br />\r\nนายอิศรินทร์ วรมิศร์<br />\r\nนายพินทุ์เทพ วรมิศร์<br />\r\nนางสาวทัดดาว วรมิศร์<br />\r\nขออภัยหากมิได้มาเรียนเชิญด้วยตนเอง,เมรุวัดธาตุทอง ถ.สุขุมวิท  กรุงเทพมหานคร   ,0000-00-00,<blank>,2012-01-15,17:00
616,613,1,<blank>,<blank>,บ้านเลขที่ 4 ม.1 ต.ห้วยปริก อ.ฉวาง  นครศรีธรรมราช   ,2012-01-18,19:00,2012-01-13,19:00
616,614,2,<blank>,ท่านรองผู้ว่าราชการจังหวัดนครศรีธรรมราช\r\nนายทรงพล สวาสดิ์ธรรม\r\nเป็นประธานในพิธีฌาปนกิจศพ,วัดเวฬุสุวรรณาราม ต.ห้วยปริก                     นครศรีธรรมราช   ,0000-00-00,<blank>,2012-01-19,13:00
617,615,3,<blank>,<blank>,เมรุชั่วคราว วัดประชาคมวนาราม(วัดป่ากุง) \r\nตำบลศรีสมเด็จ อำเภอศรีสมเด็จ ร้อยเอ็ด   ,0000-00-00,<blank>,2012-01-14,16:00
618,616,1,<blank>,<blank>,วัดโสมนัสราชวรวิหาร ศาลา 4 กรุงเทพมหานคร   ,2012-01-17,18:30,2012-01-11,18:30
618,617,4,<blank>,บุตร-ธิดา<br />\r\nพล.ร.ต. สุระ - นางพาณี ยุทธวงศ์<br />\r\nพล.ร.อ. ณรงค์ - คุณหญิงพันทิพา ยุทธวงศ์<br />\r\nศ.ดร. ยงยุทธ - รศ.อรชุมา ยุทธวงศ์<br />\r\nพญ. กิติมา ยุทธวงศ์,วัดโสมนัสราชวรวิหาร กรุงเทพมหานคร   ,0000-00-00,<blank>,2012-01-19,17:30
619,618,3,<blank>,<blank>,เมรุวัดนางสาว ตำบลท่าไม้ อำเภอกระทุ่มแบน สมุทรสาคร   ,0000-00-00,<blank>,2012-01-15,16:00
620,619,1,<blank>,<blank>,ศาลา 14 วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,2012-01-18,18:30,2012-01-12,18:30
620,620,4,<blank>,<blank>,วัดพระศรีมหาธาตุ บางเขน กรุงเทพมหานคร   ,0000-00-00,<blank>,2012-01-19,17:00
621,621,1,<blank>,รดน้ำศพ วันที่ 16 มกราคม 2555 <br />\r\nเวลา 16.00 น.<br />\r\n(กราบขออภัยหากมิได้เรียนเชิญด้วยตัวเอง),ศาลา 16 วัดพระศรีมหาธาตุวรมหาวิหาร กรุงเทพมหานคร   ,2012-01-20,18:30,2012-01-16,18:30
622,622,1,<blank>,<blank>,วัดกระทุ่มเสือปลา อ่อนนุช 67  เขตประเวศ ศาลา 3(ศาลาพัฒนบุญมา) กรุงเทพมหานคร   ,2012-01-14,19:00,2012-01-09,19:00
622,623,2,<blank>,"นางสาวปราณี ผลัญชัย (บุตร)<br />\r\nน้อง,หลาน-เหลน และ ญาติพี่น้องทุกคน",วัดกระทุ่มเสือปลา อ่อนนุช 67  เขตประเวศ  กรุงเทพมหานคร   ,0000-00-00,<blank>,2012-01-15,16:00
623,624,1,<blank>,นางพวงพยอม สมสุวรรณ ธิดา<br />\r\nพล.อ. ปริญญา สมสุวรรณ บุตร<br />\r\nนายพลากร สมสุวรรณ บุตร<br />\r\nและหลานๆ,วัดมกุฎกษัตริยาราม บางขุนพรหม กรุงเทพมหานคร   ,2012-01-21,19:00,2012-01-15,19:00
