shop_id,shop_fax,shop_desc,shop_name,shop_site,shop_time,shop_email,shop_provi,shop_amphur,shop_address,shop_district,shop_province,shop_telephone
190,<blank>,<blank>,ร้าน พรรณี ฟลอริส,<blank>,ทำการทุกวัน 05:00-20:00,<blank>,อุบลราชธานี   ,เมืองอุบลราชธานี   ,342  พิชิตรังสรรค์ ตำบลในเมือง อำเภอเมืองอุบลราชธานี อุบลราชธานี 34000,ในเมือง   ,23,045241071
191,<blank>,<blank>,พิมพ์ ซัพพลาย,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,ราชบุรี   ,เมืองราชบุรี   ,32  เขางู ตำบลหน้าเมือง อำเภอเมืองราชบุรี ราชบุรี 70000,หน้าเมือง,55,032338424
192,<blank>,รับจัดดอกไม้ทุกงาน เช่น งานมงคลและไม่มงคล,ตุ๊ก ดอกไม้,<blank>,ไม่แน่นอน 00:00-00:00,<blank>,นครราชสีมา   ,เมืองนครราชสีมา   ,9  ตลาดแม่กิมเฮง  สุรนารี ตำบลในเมือง อำเภอเมืองนครราชสีมา นครราชสีมา 30000,ในเมือง   ,19,044244253
193,<blank>,ดอกไม้สด รับจัดดอกไม้ตามงานต่างๆ,ร้าน ดอกไม้ป้าสมพงษ์,<blank>,ทำการทุกวัน 06:00-18:00,<blank>,เพชรบุรี   ,เมืองเพชรบุรี   ,104  ตลาดทรัพย์สิน  พงษ์สุริยา ตำบลท่าราบ อำเภอเมืองเพชรบุรี เพชรบุรี 76000,ตลาด   ,61,032414464
194,<blank>,"รับจัดดอกไม้-ดอกไม้ประดิษฐ์ ทั้งแบบกระเช้า, แจกัน, ช่อ, พวงหรีด, กระเช้าผลไม้ และจำหน่ายดอกไม้สดทั้งในและต่างประเทศ และรับจัดดอกไม้ทั้งในและนอกสถานที่",ชาญา ฟลอร่า,<blank>,ทำการทุกวัน 07:00-20:00,<blank>,ปทุมธานี   ,ลำลูกกา   ,666/9 หมู่ 4 ซอยพหลโยธิน 62  ตำบลคูคต อำเภอลำลูกกา ปทุมธานี 12130,ลำลูกกา   ,4,"0891095086,025322718"
195,<blank>,อุปกรณ์ดอกไม้แห้ง-สด,ร้าน ทองคำ,<blank>,จันทร์-ศุกร์ 07:30-18:00,<blank>,ร้อยเอ็ด   ,สันติสุข   ,37/56  สันติสุข ตำบลในเมือง อำเภอเมืองร้อยเอ็ด ร้อยเอ็ด 45000,ในเมือง   ,33,043520124
196,<blank>,l,เมย์ ฟลาวเวอร์,<blank>,จันทร์-ศุกร์ 08:00-19:30 เสาร์ 08:00-19:30,<blank>,สมุทรปราการ   ,สำโรง   ,102/3 ซอยแบริ่ง 8-10  ตำบลสำโรงเหนือ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270,สำโรง   ,2,"0819026020,023992512"
197,<blank>,"รับจัดดอกไม้สด, เแห้งทุกชนิด บริการส่ง จัดดอกไม้ในสถานที่และนอกสถานที่ รับจัดดอกไม้ในงานพิธีต่างๆ จัดแจกัน, กระเช้า, ช่อดอกไม้, พวงหรีด",ชวนชม ร้านดอกไม้,<blank>,ทำการทุกวัน 07:00-20:30,<blank>,สมุทรปราการ   ,เมืองสมุทรปราการ   ,24  ประโคมชัย ตำบลปากน้ำ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270,ปากน้ำ   ,2,"0818200309,023954014,023954993"
198,<blank>,"ดอกไม้สด, แจกัน, กระเช้า, ดอกไม้ประดิษฐ์, ดอกไม้ดินไทย, พวงหรีด สด, แห้ง",เรือนดอกไม้,<blank>,จันทร์-ศุกร์ 07:00-20:00 เสาร์ 07:00-20:00 อาทิตย์ 07:00-18:00,<blank>,พัทลุง   ,เมืองพัทลุง,551  พัฒนา ตำบลคูหาสวรรค์ อำเภอเมืองพัทลุง พัทลุง 93000,คูหาสวรรค์   ,73,"074615077,0890183563"
199,026198579,จำหน่ายดอกไม้สด รับจัดช่อดอกไม้ และบริการจัดส่ง,ร้าน ดี บิลส,<blank>,ทำการทุกวัน 07:00-19:00,<blank>,กรุงเทพมหานคร,พญาไท   ,39 ซอยอารีย์ 1-2 แขวงสามเสนใน แขวงสามเสนใน เขตพญาไท กทม 10400,สามเสนใน   ,1,022792002
200,021010622,"จัดดอกไม้สด, ดอกไม้ประดิษฐ์, พวงหรีด, ตกแต่งสถานที่และประดับตกแต่งทุกอย่างที่ใช้ดอกไม้ พร้อมบริการส่งฟรีทั่วกรุงเทพ",ร้าน มาย มัม ฟลอรีสท์,http://www.mymomflorist.com,ทำการทุกวัน 10:30-21:00,my.momflorist@hotmail.com,นนทบุรี   ,ปากเกร็ด   ,ห้างสรรพสินค้าเซ็นทรัล  ถนนแจ้งวัฒนะ ตำบลบางตลาด อำเภอปากเกร็ด นนทบุรี 11120,บางตลาด   ,3,021010622
201,<blank>,"รับจัดดอกไม้สด, ประดิษฐ์, จัดช่อบูเก้, กระเช้าดอกไม้, กระเช้าผลไม้, แจกันดอกไม้, พวงหรีดดอกไม้สด, ช่อติดหน้าอก, มงกุฎดอกไม้, ซุ้ม, ช่อดอกไม้รับปริญญา, ตกแต่งสถนที่ทั้งในและนอกสถานที่, รับจัดแต่งหน้าศพ, เมรุ ด้วยดอกไม้สด, มีบริการจัดส่ง",ภาษาดอกไม้,<blank>,จันทร์-ศุกร์ 08:00-18:00 เสาร์ 08:00-18:00,shampoo_sci@hotmail.com,กรุงเทพมหานคร,หลักสี่,35/26 ซอยแจ้งวัฒนะ 14  แขวงทุ่งสองห้อง เขตหลักสี่ กทม 10210,สองห้อง   ,1,"0896649770,0816347745"
